"pr2_accession"	"tax"
"HM799924.1.1597_U"	"Eukaryota; Obazoa; Opisthokonta; Metazoa; Ctenophora; Ctenophora_X; Ctenophora_XX; Ctenophora_XXX; Ctenophora_XXX_sp."
"FJ169741.1.887_U"	"Eukaryota; Obazoa; Opisthokonta; Metazoa; Ctenophora; Ctenophora_X; Ctenophora_XX; Ctenophora_XXX; Ctenophora_XXX_sp."
"HM799875.1.1707_U"	"Eukaryota; Obazoa; Opisthokonta; Metazoa; Ctenophora; Ctenophora_X; Ctenophora_XX; Ctenophora_XXX; Ctenophora_XXX_sp."
"AF293681.1.1802_U"	"Eukaryota; Obazoa; Opisthokonta; Metazoa; Ctenophora; Ctenophora_X; Ctenophora_XX; Ctenophora_XXX; Ctenophora_XXX_sp."
"HQ867252.1.873_U"	"Eukaryota; Obazoa; Opisthokonta; Metazoa; Ctenophora; Ctenophora_X; Ctenophora_XX; Ctenophora_XXX; Ctenophora_XXX_sp."
"HQ866657.1.888_U"	"Eukaryota; Obazoa; Opisthokonta; Metazoa; Ctenophora; Ctenophora_X; Ctenophora_XX; Ctenophora_XXX; Ctenophora_XXX_sp."
"HQ866856.1.885_U"	"Eukaryota; Obazoa; Opisthokonta; Metazoa; Ctenophora; Ctenophora_X; Ctenophora_XX; Ctenophora_XXX; Ctenophora_XXX_sp."
"GU825307.1.1227_U"	"Eukaryota; Obazoa; Opisthokonta; Metazoa; Ctenophora; Ctenophora_X; Ctenophora_XX; Ctenophora_XXX; Ctenophora_XXX_sp."
"HQ866656.1.881_U"	"Eukaryota; Obazoa; Opisthokonta; Metazoa; Ctenophora; Ctenophora_X; Ctenophora_XX; Ctenophora_XXX; Ctenophora_XXX_sp."
"AF293675.1.1802_U"	"Eukaryota; Obazoa; Opisthokonta; Metazoa; Ctenophora; Ctenophora_X; Ctenophora_XX; Ctenophora_XXX; Ctenophora_XXX_sp."
"JQ956021.1.971_U"	"Eukaryota; Obazoa; Opisthokonta; Metazoa; Ctenophora; Ctenophora_X; Ctenophora_XX; Ctenophora_XXX; Ctenophora_XXX_sp."
"HM799821.1.1768_U"	"Eukaryota; Obazoa; Opisthokonta; Metazoa; Ctenophora; Ctenophora_X; Ctenophora_XX; Ctenophora_XXX; Ctenophora_XXX_sp."
"HQ866835.1.890_U"	"Eukaryota; Obazoa; Opisthokonta; Metazoa; Ctenophora; Ctenophora_X; Ctenophora_XX; Ctenophora_XXX; Ctenophora_XXX_sp."
"FN598448.1.953_U"	"Eukaryota; Obazoa; Opisthokonta; Metazoa; Ctenophora; Ctenophora_X; Ctenophora_XX; Ctenophora_XXX; Ctenophora_XXX_sp."
"JQ955957.1.958_U"	"Eukaryota; Obazoa; Opisthokonta; Metazoa; Ctenophora; Ctenophora_X; Ctenophora_XX; Ctenophora_XXX; Ctenophora_XXX_sp."
"KJ763440.1.1798_U"	"Eukaryota; Obazoa; Opisthokonta; Metazoa; Ctenophora; Ctenophora_X; Ctenophora_XX; Ctenophora_XXX; Ctenophora_XXX_sp."
"KJ763670.1.1800_U"	"Eukaryota; Obazoa; Opisthokonta; Metazoa; Ctenophora; Ctenophora_X; Ctenophora_XX; Ctenophora_XXX; Ctenophora_XXX_sp."
"KJ763704.1.1799_U"	"Eukaryota; Obazoa; Opisthokonta; Metazoa; Ctenophora; Ctenophora_X; Ctenophora_XX; Ctenophora_XXX; Ctenophora_XXX_sp."
"KJ763915.1.1802_U"	"Eukaryota; Obazoa; Opisthokonta; Metazoa; Ctenophora; Ctenophora_X; Ctenophora_XX; Ctenophora_XXX; Ctenophora_XXX_sp."
"AY937641.1.539_U"	"Eukaryota; Obazoa; Opisthokonta; Metazoa; Ctenophora; Ctenophora_X; Ctenophora_XX; Ctenophora_XXX; Ctenophora_XXX_sp."
"AY937876.1.637_U"	"Eukaryota; Obazoa; Opisthokonta; Metazoa; Ctenophora; Ctenophora_X; Ctenophora_XX; Ctenophora_XXX; Ctenophora_XXX_sp."
