"pr2_accession"	"tax"
"JF701699.1.1722_U"	"Eukaryota; Archaeplastida; Rhodophyta; Rhodophyta_X; Florideophyceae; Batrachospermales; Batrachospermales_X; Paralemanea; Paralemanea_catenata"
"AY495977.1.848_U"	"Eukaryota; Archaeplastida; Rhodophyta; Rhodophyta_X; Florideophyceae; Batrachospermales; Batrachospermales_X; Paralemanea; Paralemanea_catenata"
"EF033583.1.1766_U"	"Eukaryota; Archaeplastida; Rhodophyta; Rhodophyta_X; Florideophyceae; Batrachospermales; Batrachospermales_X; Petrohua; Petrohua_bernabei"
"AF026041.1.1765_U"	"Eukaryota; Archaeplastida; Rhodophyta; Rhodophyta_X; Florideophyceae; Batrachospermales; Batrachospermales_X; Psilosiphon; Psilosiphon_scoparius"
"FJ386487.1.1718_U"	"Eukaryota; Archaeplastida; Rhodophyta; Rhodophyta_X; Florideophyceae; Batrachospermales; Batrachospermales_X; Psilosiphon; Psilosiphon_scoparius"
"GU970807.1.514_U"	"Eukaryota; Archaeplastida; Rhodophyta; Rhodophyta_X; Florideophyceae; Batrachospermales; Batrachospermales_X; Psilosiphon; Psilosiphon_scoparius"
"JF774827.1.511_U"	"Eukaryota; Archaeplastida; Rhodophyta; Rhodophyta_X; Florideophyceae; Batrachospermales; Batrachospermales_X; Psilosiphon; Psilosiphon_scoparius"
"JN120071.1.518_U"	"Eukaryota; Archaeplastida; Rhodophyta; Rhodophyta_X; Florideophyceae; Batrachospermales; Batrachospermales_X; Psilosiphon; Psilosiphon_scoparius"
"JF701700.1.1722_U"	"Eukaryota; Archaeplastida; Rhodophyta; Rhodophyta_X; Florideophyceae; Batrachospermales; Batrachospermales_X; Sirodotia; Sirodotia_delicatula"
"JF701701.1.1722_U"	"Eukaryota; Archaeplastida; Rhodophyta; Rhodophyta_X; Florideophyceae; Batrachospermales; Batrachospermales_X; Sirodotia; Sirodotia_delicatula"
"DQ649103.1.1724_U"	"Eukaryota; Archaeplastida; Rhodophyta; Rhodophyta_X; Florideophyceae; Batrachospermales; Batrachospermales_X; Sirodotia; Sirodotia_delicatula"
"DQ649106.1.1724_U"	"Eukaryota; Archaeplastida; Rhodophyta; Rhodophyta_X; Florideophyceae; Batrachospermales; Batrachospermales_X; Sirodotia; Sirodotia_delicatula"
"DQ649102.1.1724_U"	"Eukaryota; Archaeplastida; Rhodophyta; Rhodophyta_X; Florideophyceae; Batrachospermales; Batrachospermales_X; Sirodotia; Sirodotia_delicatula"
"DQ649105.1.1724_U"	"Eukaryota; Archaeplastida; Rhodophyta; Rhodophyta_X; Florideophyceae; Batrachospermales; Batrachospermales_X; Sirodotia; Sirodotia_delicatula"
"DQ649104.1.1724_U"	"Eukaryota; Archaeplastida; Rhodophyta; Rhodophyta_X; Florideophyceae; Batrachospermales; Batrachospermales_X; Sirodotia; Sirodotia_delicatula"
"JF701698.1.1723_U"	"Eukaryota; Archaeplastida; Rhodophyta; Rhodophyta_X; Florideophyceae; Batrachospermales; Batrachospermales_X; Sirodotia; Sirodotia_delicatula"
"JF701695.1.1722_U"	"Eukaryota; Archaeplastida; Rhodophyta; Rhodophyta_X; Florideophyceae; Batrachospermales; Batrachospermales_X; Sirodotia; Sirodotia_delicatula"
"EF586120.1.799_U"	"Eukaryota; Archaeplastida; Rhodophyta; Rhodophyta_X; Florideophyceae; Batrachospermales; Batrachospermales_X; Sirodotia; Sirodotia_delicatula"
"KC511082.1.728_U"	"Eukaryota; Archaeplastida; Rhodophyta; Rhodophyta_X; Florideophyceae; Batrachospermales; Batrachospermales_X; Sirodotia; Sirodotia_delicatula"
"KC596238.1.678_U"	"Eukaryota; Archaeplastida; Rhodophyta; Rhodophyta_X; Florideophyceae; Batrachospermales; Batrachospermales_X; Sirodotia; Sirodotia_delicatula"
"KC596242.1.678_U"	"Eukaryota; Archaeplastida; Rhodophyta; Rhodophyta_X; Florideophyceae; Batrachospermales; Batrachospermales_X; Sirodotia; Sirodotia_delicatula"
"KC596246.1.678_U"	"Eukaryota; Archaeplastida; Rhodophyta; Rhodophyta_X; Florideophyceae; Batrachospermales; Batrachospermales_X; Sirodotia; Sirodotia_delicatula"
"KC596250.1.678_U"	"Eukaryota; Archaeplastida; Rhodophyta; Rhodophyta_X; Florideophyceae; Batrachospermales; Batrachospermales_X; Sirodotia; Sirodotia_delicatula"
"KC596254.1.678_U"	"Eukaryota; Archaeplastida; Rhodophyta; Rhodophyta_X; Florideophyceae; Batrachospermales; Batrachospermales_X; Sirodotia; Sirodotia_delicatula"
"KC596258.1.683_U"	"Eukaryota; Archaeplastida; Rhodophyta; Rhodophyta_X; Florideophyceae; Batrachospermales; Batrachospermales_X; Sirodotia; Sirodotia_delicatula"
"KC596240.1.678_U"	"Eukaryota; Archaeplastida; Rhodophyta; Rhodophyta_X; Florideophyceae; Batrachospermales; Batrachospermales_X; Sirodotia; Sirodotia_delicatula"
"KC596244.1.678_U"	"Eukaryota; Archaeplastida; Rhodophyta; Rhodophyta_X; Florideophyceae; Batrachospermales; Batrachospermales_X; Sirodotia; Sirodotia_delicatula"
"KC596248.1.678_U"	"Eukaryota; Archaeplastida; Rhodophyta; Rhodophyta_X; Florideophyceae; Batrachospermales; Batrachospermales_X; Sirodotia; Sirodotia_delicatula"
"KC596252.1.683_U"	"Eukaryota; Archaeplastida; Rhodophyta; Rhodophyta_X; Florideophyceae; Batrachospermales; Batrachospermales_X; Sirodotia; Sirodotia_delicatula"
"KC596256.1.678_U"	"Eukaryota; Archaeplastida; Rhodophyta; Rhodophyta_X; Florideophyceae; Batrachospermales; Batrachospermales_X; Sirodotia; Sirodotia_delicatula"
"KC596260.1.678_U"	"Eukaryota; Archaeplastida; Rhodophyta; Rhodophyta_X; Florideophyceae; Batrachospermales; Batrachospermales_X; Sirodotia; Sirodotia_delicatula"
"KC596239.1.678_U"	"Eukaryota; Archaeplastida; Rhodophyta; Rhodophyta_X; Florideophyceae; Batrachospermales; Batrachospermales_X; Sirodotia; Sirodotia_delicatula"
"KC596243.1.657_U"	"Eukaryota; Archaeplastida; Rhodophyta; Rhodophyta_X; Florideophyceae; Batrachospermales; Batrachospermales_X; Sirodotia; Sirodotia_delicatula"
"KC596247.1.683_U"	"Eukaryota; Archaeplastida; Rhodophyta; Rhodophyta_X; Florideophyceae; Batrachospermales; Batrachospermales_X; Sirodotia; Sirodotia_delicatula"
"KC596251.1.679_U"	"Eukaryota; Archaeplastida; Rhodophyta; Rhodophyta_X; Florideophyceae; Batrachospermales; Batrachospermales_X; Sirodotia; Sirodotia_delicatula"
"KC596255.1.678_U"	"Eukaryota; Archaeplastida; Rhodophyta; Rhodophyta_X; Florideophyceae; Batrachospermales; Batrachospermales_X; Sirodotia; Sirodotia_delicatula"
"KC596259.1.678_U"	"Eukaryota; Archaeplastida; Rhodophyta; Rhodophyta_X; Florideophyceae; Batrachospermales; Batrachospermales_X; Sirodotia; Sirodotia_delicatula"
"KC511081.1.797_U"	"Eukaryota; Archaeplastida; Rhodophyta; Rhodophyta_X; Florideophyceae; Batrachospermales; Batrachospermales_X; Sirodotia; Sirodotia_delicatula"
"KC596241.1.678_U"	"Eukaryota; Archaeplastida; Rhodophyta; Rhodophyta_X; Florideophyceae; Batrachospermales; Batrachospermales_X; Sirodotia; Sirodotia_delicatula"
"KC596245.1.678_U"	"Eukaryota; Archaeplastida; Rhodophyta; Rhodophyta_X; Florideophyceae; Batrachospermales; Batrachospermales_X; Sirodotia; Sirodotia_delicatula"
"KC596249.1.678_U"	"Eukaryota; Archaeplastida; Rhodophyta; Rhodophyta_X; Florideophyceae; Batrachospermales; Batrachospermales_X; Sirodotia; Sirodotia_delicatula"
"KC596253.1.680_U"	"Eukaryota; Archaeplastida; Rhodophyta; Rhodophyta_X; Florideophyceae; Batrachospermales; Batrachospermales_X; Sirodotia; Sirodotia_delicatula"
"KC596257.1.683_U"	"Eukaryota; Archaeplastida; Rhodophyta; Rhodophyta_X; Florideophyceae; Batrachospermales; Batrachospermales_X; Sirodotia; Sirodotia_delicatula"
"KX764641.1.1765_U"	"Eukaryota; Archaeplastida; Rhodophyta; Rhodophyta_X; Florideophyceae; Batrachospermales; Batrachospermales_X; Sirodotia; Sirodotia_delicatula"
"KX764642.1.1765_U"	"Eukaryota; Archaeplastida; Rhodophyta; Rhodophyta_X; Florideophyceae; Batrachospermales; Batrachospermales_X; Sirodotia; Sirodotia_delicatula"
"AF026054.1.1765_U"	"Eukaryota; Archaeplastida; Rhodophyta; Rhodophyta_X; Florideophyceae; Batrachospermales; Batrachospermales_X; Sirodotia; Sirodotia_huillensis"
"AF026053.1.1765_U"	"Eukaryota; Archaeplastida; Rhodophyta; Rhodophyta_X; Florideophyceae; Batrachospermales; Batrachospermales_X; Sirodotia; Sirodotia_suecica"
