"pr2_accession"	"tax"
"JF971900.1.526_U"	"Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Suessiaceae; Biecheleria; Biecheleria_baltica"
"JF972022.1.526_U"	"Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Suessiaceae; Biecheleria; Biecheleria_baltica"
"JF972048.1.526_U"	"Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Suessiaceae; Biecheleria; Biecheleria_baltica"
"JF972073.1.526_U"	"Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Suessiaceae; Biecheleria; Biecheleria_baltica"
"JF972267.1.526_U"	"Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Suessiaceae; Biecheleria; Biecheleria_baltica"
"JF972323.1.526_U"	"Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Suessiaceae; Biecheleria; Biecheleria_baltica"
"JF971644.1.526_U"	"Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Suessiaceae; Biecheleria; Biecheleria_baltica"
"JF971698.1.526_U"	"Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Suessiaceae; Biecheleria; Biecheleria_baltica"
"JF971736.1.526_U"	"Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Suessiaceae; Biecheleria; Biecheleria_baltica"
"JF971834.1.526_U"	"Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Suessiaceae; Biecheleria; Biecheleria_baltica"
"JF971856.1.526_U"	"Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Suessiaceae; Biecheleria; Biecheleria_baltica"
"JF971583.1.526_U"	"Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Suessiaceae; Biecheleria; Biecheleria_baltica"
"JF971587.1.526_U"	"Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Suessiaceae; Biecheleria; Biecheleria_baltica"
"JF971711.1.526_U"	"Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Suessiaceae; Biecheleria; Biecheleria_baltica"
"JF971733.1.526_U"	"Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Suessiaceae; Biecheleria; Biecheleria_baltica"
"JF971750.1.526_U"	"Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Suessiaceae; Biecheleria; Biecheleria_baltica"
"JF971793.1.526_U"	"Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Suessiaceae; Biecheleria; Biecheleria_baltica"
"JF971801.1.526_U"	"Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Suessiaceae; Biecheleria; Biecheleria_baltica"
"JF971815.1.526_U"	"Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Suessiaceae; Biecheleria; Biecheleria_baltica"
"JF971825.1.526_U"	"Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Suessiaceae; Biecheleria; Biecheleria_baltica"
"JF971859.1.526_U"	"Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Suessiaceae; Biecheleria; Biecheleria_baltica"
"JF972110.1.526_U"	"Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Suessiaceae; Biecheleria; Biecheleria_baltica"
"JF972295.1.526_U"	"Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Suessiaceae; Biecheleria; Biecheleria_baltica"
"JF971604.1.526_U"	"Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Suessiaceae; Biecheleria; Biecheleria_baltica"
"JF971671.1.526_U"	"Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Suessiaceae; Biecheleria; Biecheleria_baltica"
"JF971773.1.526_U"	"Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Suessiaceae; Biecheleria; Biecheleria_baltica"
"JF971777.1.526_U"	"Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Suessiaceae; Biecheleria; Biecheleria_baltica"
"JF971827.1.526_U"	"Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Suessiaceae; Biecheleria; Biecheleria_baltica"
"JF971845.1.526_U"	"Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Suessiaceae; Biecheleria; Biecheleria_baltica"
"JF971885.1.526_U"	"Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Suessiaceae; Biecheleria; Biecheleria_baltica"
"JF971932.1.526_U"	"Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Suessiaceae; Biecheleria; Biecheleria_baltica"
"KC455180.1.504_U"	"Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Suessiaceae; Biecheleria; Biecheleria_baltica"
"JQ244687.1.576_U"	"Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Suessiaceae; Biecheleria; Biecheleria_baltica"
"LC068842.1.1804_U"	"Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Suessiaceae; Biecheleria; Biecheleria_brevisulcata"
"AB694599.1.720_U"	"Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Suessiaceae; Biecheleria; Biecheleria_brevisulcata"
"AB694568.1.690_U"	"Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Suessiaceae; Biecheleria; Biecheleria_brevisulcata"
"AB694578.1.680_U"	"Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Suessiaceae; Biecheleria; Biecheleria_brevisulcata"
"AB694591.1.690_U"	"Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Suessiaceae; Biecheleria; Biecheleria_brevisulcata"
"AB694617.1.720_U"	"Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Suessiaceae; Biecheleria; Biecheleria_brevisulcata"
"DQ234291.1.504_U"	"Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Suessiaceae; Biecheleria; Biecheleria_brevisulcata"
"EU734574.1.763_U"	"Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Suessiaceae; Biecheleria; Biecheleria_brevisulcata"
"FJ222126.1.568_U"	"Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Suessiaceae; Biecheleria; Biecheleria_brevisulcata"
"GQ483663.1.733_U"	"Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Suessiaceae; Biecheleria; Biecheleria_brevisulcata"
"JF826354.1.1611_U"	"Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Suessiaceae; Biecheleria; Biecheleria_brevisulcata"
"JF972271.1.526_U"	"Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Suessiaceae; Biecheleria; Biecheleria_brevisulcata"
"HM227156.1.526_U"	"Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Suessiaceae; Biecheleria; Biecheleria_brevisulcata"
"JF972188.1.526_U"	"Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Suessiaceae; Biecheleria; Biecheleria_brevisulcata"
"JX988769.1.503_U"	"Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Suessiaceae; Biecheleria; Biecheleria_brevisulcata"
"JX988773.1.503_U"	"Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Suessiaceae; Biecheleria; Biecheleria_brevisulcata"
"KC455083.1.526_U"	"Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Suessiaceae; Biecheleria; Biecheleria_brevisulcata"
"KC455217.1.521_U"	"Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Suessiaceae; Biecheleria; Biecheleria_brevisulcata"
"KC336949.1.682_U"	"Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Suessiaceae; Biecheleria; Biecheleria_brevisulcata"
"KC454945.1.526_U"	"Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Suessiaceae; Biecheleria; Biecheleria_brevisulcata"
"KJ925953.1.500_U"	"Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Suessiaceae; Biecheleria; Biecheleria_brevisulcata"
"KF378091.1.558_U"	"Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Suessiaceae; Biecheleria; Biecheleria_brevisulcata"
"KF378278.1.558_U"	"Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Suessiaceae; Biecheleria; Biecheleria_brevisulcata"
"KJ925864.1.500_U"	"Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Suessiaceae; Biecheleria; Biecheleria_brevisulcata"
"KP685299.1.1136_U"	"Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Suessiaceae; Biecheleria; Biecheleria_brevisulcata"
"KT346265.1.1782_U"	"Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Suessiaceae; Biecheleria; Biecheleria_brevisulcata"
"EU087248.1.896_U"	"Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Suessiaceae; Biecheleria; Biecheleria_cincta"
"EF659885.1.868_U"	"Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Suessiaceae; Biecheleria; Biecheleria_cincta"
"JF794059.1.1636_U"	"Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Suessiaceae; Biecheleria; Biecheleria_cincta"
"JN934667.1.1635_U"	"Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Suessiaceae; Biecheleria; Biecheleria_cincta"
"AY628351.1.822_U"	"Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Suessiaceae; Biecheleria; Biecheleria_cincta"
"HQ865115.1.875_U"	"Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Suessiaceae; Biecheleria; Biecheleria_cincta"
